team,team_label,player_key,player_label,player,shirt,position,role,minutes_played,goals,assists,expected_goals_xg,expected_goals_on_target_xgot,expected_assists_xa,xg_xa,total_shots,accurate_passes,chances_created,shots_on_target,shots_off_target,blocked_shots,shot_accuracy,shotmap,defensive_actions,touches,touches_in_opposition_box,successful_dribbles,passes_into_final_third,accurate_crosses,accurate_long_balls,corners,dispossessed,xg_non_penalty,tackles,blocks,clearances,headed_clearance,interceptions,recoveries,dribbled_past,ground_duels_won,aerial_duels_won,was_fouled,fouls_committed,duels_won,duels_lost,big_chances_created,big_chances_missed,offsides,saves,goals_conceded,xgot_faced,goals_prevented,diving_save,saves_inside_box,acted_as_sweeper,punches,throws,high_claim,last_man_tackle,weighted_rating,appearances,xgi,duel_win_rate,retention_risk,pass_security_proxy,shot_quality,goals90,assists90,expected_goals_xg90,expected_goals_on_target_xgot90,expected_assists_xa90,xg_xa90,total_shots90,accurate_passes90,chances_created90,shots_on_target90,touches90,touches_in_opposition_box90,successful_dribbles90,passes_into_final_third90,accurate_crosses90,accurate_long_balls90,dispossessed90,defensive_actions90,tackles90,blocks90,clearances90,interceptions90,recoveries90,dribbled_past90,ground_duels_won90,aerial_duels_won90,fouls_committed90,duels_won90,duels_lost90,big_chances_created90,big_chances_missed90,saves90,goals_conceded90,xgot_faced90,goals_prevented90,xgi90,centroid_x,centroid_y,active_area,left_lane_share,center_lane_share,right_lane_share,low_third_share,mid_third_share,high_third_share,high_intensity_share,length_spread,width_spread,heat_intensity,primary_lane,primary_third,attack_index,creation_index,defense_index,security_index,progression_index,goalkeeper_index,rating_index,overall_index
brasil,Brasil,lucas_paqueta_20,Lucas Paquetá (20),Lucas Paquetá,20,2,Meio,191.0,0.0,1.0,0.25,0.54,0.85,1.1,3.0,124.0,7.0,1.0,1.0,1.0,1.0,2.0,16.0,188.0,1.0,3.0,28.0,0.0,4.0,1.0,3.0,0.25,6.0,1.0,4.0,2.0,5.0,18.0,3.0,14.0,2.0,5.0,3.0,16.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.707434554973822,3,1.1,0.5333333333333333,0.09042553191489362,0.6595744680851063,0.08333333333333333,0.0,0.47120418848167545,0.11780104712041886,0.25445026178010477,0.4005235602094241,0.518324607329843,1.413612565445026,58.42931937172775,3.2984293193717273,0.47120418848167545,88.58638743455498,0.47120418848167545,1.413612565445026,13.19371727748691,0.0,1.8848167539267018,1.413612565445026,7.539267015706807,2.827225130890052,0.47120418848167545,1.8848167539267018,2.356020942408377,8.481675392670157,1.413612565445026,6.596858638743455,0.9424083769633509,1.413612565445026,7.539267015706807,6.596858638743455,1.413612565445026,0.0,0.0,0.0,0.0,0.0,0.518324607329843,0.49206493448808103,0.3621883464629438,0.49721564227785353,0.5250184028872644,0.3375738260009526,0.1374077288658207,0.21186886361132118,0.588578170506742,0.1995529553497025,0.34759673148549664,0.19066828558623036,0.22801964237907038,25.15161699444176,left,mid,63.893939393939384,86.51515151515153,74.85748574857486,40.303030303030305,81.51515151515153,58.727272727272734,78.78787878787878,64.64006425553588
brasil,Brasil,vinicius_junior_7,Vinícius Júnior (7),Vinícius Júnior,7,3,Ataque,261.0,4.0,1.0,3.5100000000000002,4.05,0.8300000000000001,4.34,12.0,67.0,5.0,8.0,2.0,2.0,8.0,3.0,2.0,143.0,27.0,7.0,7.0,0.0,5.0,0.0,2.0,3.5100000000000002,2.0,0.0,0.0,0.0,0.0,6.0,0.0,15.0,0.0,6.0,4.0,15.0,22.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.364137931034483,3,4.34,0.40540540540540543,0.16783216783216784,0.46853146853146854,0.29250000000000004,1.379310344827586,0.3448275862068965,1.210344827586207,1.396551724137931,0.28620689655172415,1.4965517241379311,4.137931034482759,23.103448275862068,1.7241379310344827,2.758620689655172,49.310344827586206,9.310344827586206,2.413793103448276,2.413793103448276,0.0,1.7241379310344827,0.689655172413793,0.689655172413793,0.689655172413793,0.0,0.0,0.0,2.0689655172413794,0.0,5.172413793103448,0.0,1.379310344827586,5.172413793103448,7.586206896551724,0.3448275862068965,0.689655172413793,0.0,0.0,0.0,0.0,1.4965517241379311,0.6843961893189447,0.25744192573608327,0.37004438327054956,0.7076447934939943,0.2581859575263385,0.03416922014078189,0.06343037018488193,0.36909058176237963,0.5674791068866335,0.3429351664822677,0.20944647444997871,0.17188596778973345,20.08674963778615,left,high,92.3939393939394,62.63636363636364,28.067806780678072,23.36363636363636,43.93939393939394,60.72727272727274,100.0,64.59133236400565
brasil,Brasil,alisson_becker_1,Alisson Becker (1),Alisson Becker,1,0,Goleiro,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,103.0,0.0,1.0,9.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,1.0,2.4,1.4,7.0,8.0,0.0,3.0,12.0,0.0,0.0,7.723333333333334,3,0.0,1.0,0.0,0.5922330097087378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.333333333333332,0.0,0.0,34.333333333333336,0.0,0.33333333333333337,3.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,5.666666666666666,0.0,0.33333333333333337,0.0,0.0,0.33333333333333337,0.0,0.0,0.0,3.333333333333333,0.33333333333333337,0.8,0.4666666666666667,0.0,0.15225815071144566,0.5247402647500771,0.14251353874883288,0.08182717238863309,0.7723849614461263,0.14578799034158388,0.9748298525810242,0.025170199922285974,0.0,0.357005516688029,0.09193011443377469,0.12892940280886908,7.2369272875817,center,low,29.530303030303035,28.045454545454543,37.29372937293731,82.6969696969697,29.151515151515156,72.60606060606062,81.81818181818183,64.44500000000001
brasil,Brasil,matheus_cunha_9,Matheus Cunha (9),Matheus Cunha,9,3,Ataque,169.0,3.0,0.0,1.22,2.2399999999999998,0.04,1.2599999999999998,7.0,54.0,1.0,4.0,2.0,1.0,4.0,2.0,10.0,98.0,9.0,2.0,12.0,0.0,1.0,2.0,1.0,1.22,5.0,0.0,3.0,3.0,2.0,6.0,1.0,9.0,3.0,2.0,0.0,12.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.277041420118342,3,1.26,0.7058823529411765,0.061224489795918366,0.5510204081632653,0.1742857142857143,1.5976331360946745,0.0,0.6497041420118344,1.1928994082840236,0.021301775147928994,0.6710059171597632,3.7278106508875744,28.757396449704142,0.5325443786982248,2.130177514792899,52.18934911242603,4.792899408284024,1.0650887573964496,6.390532544378698,0.0,0.5325443786982248,0.5325443786982248,5.325443786982248,2.662721893491124,0.0,1.5976331360946745,1.0650887573964496,3.195266272189349,0.5325443786982248,4.792899408284024,1.5976331360946745,0.0,6.390532544378698,2.662721893491124,0.0,0.0,0.0,0.0,0.0,0.0,0.6710059171597633,0.5689242193032144,0.489756961045138,0.4339792733661512,0.33425497867651943,0.3580233109508746,0.30772168131975025,0.10891532827411178,0.5608154413615458,0.3302692647516375,0.3483457189692548,0.22112271104175502,0.25937822320742043,19.108564620522767,center,mid,85.75757575757576,44.42424242424242,64.1914191419142,56.27272727272726,55.84848484848485,61.6969696969697,96.96969696969697,64.14412264392462
brasil,Brasil,gabriel_3,Gabriel (3),Gabriel,3,1,Defesa,270.0,0.0,0.0,0.07,0.0,0.04,0.11,1.0,252.0,0.0,0.0,0.0,1.0,0.0,1.0,19.0,296.0,3.0,0.0,21.0,0.0,1.0,0.0,0.0,0.07,3.0,2.0,13.0,9.0,1.0,11.0,0.0,5.0,11.0,3.0,1.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.406666666666666,3,0.11000000000000001,0.8888888888888888,0.006756756756756757,0.8513513513513513,0.07,0.0,0.0,0.023333333333333334,0.0,0.013333333333333332,0.03666666666666667,0.33333333333333337,84.0,0.0,0.0,98.66666666666667,1.0,0.0,7.0,0.0,0.33333333333333337,0.0,6.333333333333334,1.0,0.6666666666666667,4.333333333333333,0.33333333333333337,3.666666666666667,0.0,1.6666666666666665,3.666666666666667,0.33333333333333337,5.333333333333334,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.03666666666666667,0.34607655932747927,0.35929598074087804,0.4262549019607843,0.4383048713207245,0.5365307132403055,0.02516442087168495,0.4993341366449992,0.43398786584536236,0.06667791803677876,0.3376673956712087,0.2219725022065841,0.15270691183651622,24.294910364145657,center,low,38.333333333333336,37.86363636363637,63.39633963396341,89.87878787878788,62.54545454545455,59.51515151515154,69.6969696969697,63.27928442844284
brasil,Brasil,rayan_26,Rayan (26),Rayan,26,3,Ataque,132.0,0.0,1.0,0.65,0.79,0.06999999999999999,0.72,2.0,41.0,5.0,1.0,1.0,0.0,1.0,1.0,4.0,71.0,10.0,2.0,3.0,0.0,1.0,0.0,1.0,0.65,2.0,0.0,0.0,0.0,2.0,4.0,0.0,7.0,2.0,3.0,3.0,9.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.681818181818182,2,0.72,0.5625,0.11267605633802817,0.5774647887323944,0.325,0.0,0.6818181818181819,0.44318181818181823,0.5386363636363637,0.04772727272727272,0.49090909090909085,1.3636363636363638,27.954545454545453,3.409090909090909,0.6818181818181819,48.40909090909091,6.818181818181818,1.3636363636363638,2.0454545454545454,0.0,0.6818181818181819,0.6818181818181819,2.7272727272727275,1.3636363636363638,0.0,0.0,1.3636363636363638,2.7272727272727275,0.0,4.7727272727272725,1.3636363636363638,2.0454545454545454,6.136363636363636,4.7727272727272725,1.3636363636363638,0.6818181818181819,0.0,0.0,0.0,0.0,0.49090909090909085,0.5691312344809738,0.7798806002368022,0.34840382819794585,0.005217163386105588,0.212862554147388,0.7819203969204065,0.1933471793026635,0.38175731310338684,0.42489559496894025,0.34934355544321466,0.24595655343839404,0.1482421564059002,19.01912825736355,right,high,76.25757575757575,59.696969696969695,50.21002100210021,44.51515151515151,37.303030303030305,56.06060606060607,75.75757575757575,58.97153688341808
brasil,Brasil,marquinhos_4,Marquinhos (4),Marquinhos,4,1,Defesa,270.0,0.0,0.0,0.09,0.0,0.04,0.1299999999999999,2.0,240.0,0.0,0.0,1.0,1.0,0.0,1.0,16.0,276.0,2.0,0.0,15.0,0.0,18.0,0.0,0.0,0.09,2.0,3.0,11.0,7.0,0.0,9.0,0.0,2.0,6.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.083333333333333,3,0.13,0.7272727272727273,0.010869565217391304,0.8695652173913043,0.045,0.0,0.0,0.03,0.0,0.013333333333333332,0.04333333333333329,0.6666666666666667,80.0,0.0,0.0,92.0,0.6666666666666667,0.0,5.0,0.0,6.0,0.0,5.333333333333334,0.6666666666666667,1.0,3.666666666666667,0.0,3.0,0.0,0.6666666666666667,2.0,0.0,2.666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043333333333333335,0.34432960784991057,0.6638647883026173,0.3756162464985994,0.006250266761829455,0.49464109539985657,0.49910860260327655,0.49804767966270447,0.4745144148667653,0.027437865307244163,0.33138518532117206,0.2003345781391011,0.1461255410117069,22.161578431372547,right,low,37.56060606060606,39.40909090909091,54.77047704770479,88.0909090909091,65.78787878787878,50.787878787878796,36.36363636363637,58.556892439243924
brasil,Brasil,casemiro_5,Casemiro (5),Casemiro,5,2,Meio,200.0,0.0,0.0,0.02,0.0,0.28,0.3,1.0,98.0,1.0,0.0,0.0,1.0,0.0,1.0,26.0,156.0,1.0,0.0,19.0,1.0,4.0,0.0,1.0,0.02,11.0,2.0,9.0,3.0,4.0,10.0,4.0,15.0,4.0,4.0,4.0,19.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2325,3,0.30000000000000004,0.5757575757575758,0.09615384615384616,0.6282051282051282,0.02,0.0,0.0,0.009000000000000001,0.0,0.12600000000000003,0.135,0.45,44.1,0.45,0.0,70.2,0.45,0.0,8.55,0.45,1.8,0.45,11.700000000000001,4.95,0.9,4.05,1.8,4.5,1.8,6.75,1.8,1.8,8.55,6.300000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.135,0.4319370300270491,0.49027363369863886,0.5382898809523811,0.26683953404426575,0.5005397334694862,0.2326207485049963,0.34236482828855513,0.5334266915917396,0.12420855145901441,0.34932603016495706,0.1998531287876655,0.22014456393973025,27.20828487394958,center,mid,36.833333333333336,62.75757575757576,82.46324632463248,43.4090909090909,68.51515151515152,52.18181818181819,57.57575757575758,58.15368674798515
brasil,Brasil,bruno_guimaraes_8,Bruno Guimarães (8),Bruno Guimarães,8,2,Meio,251.0,0.0,3.0,0.04,0.0,0.7300000000000001,0.77,2.0,98.0,5.0,0.0,1.0,1.0,0.0,2.0,12.0,166.0,4.0,2.0,14.0,1.0,3.0,3.0,3.0,0.04,7.0,1.0,3.0,2.0,1.0,14.0,4.0,15.0,3.0,6.0,3.0,18.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.855498007968127,3,0.7700000000000001,0.5625,0.10240963855421686,0.5903614457831325,0.02,0.0,1.0756972111553784,0.014342629482071713,0.0,0.26175298804780883,0.2760956175298805,0.7171314741035857,35.1394422310757,1.792828685258964,0.0,59.52191235059761,1.4342629482071714,0.7171314741035857,5.0199203187251,0.35856573705179284,1.0756972111553784,1.0756972111553784,4.302788844621514,2.50996015936255,0.35856573705179284,1.0756972111553784,0.35856573705179284,5.0199203187251,1.4342629482071714,5.378486055776893,1.0756972111553784,1.0756972111553784,6.454183266932271,5.0199203187251,0.7171314741035857,0.0,0.0,0.0,0.0,0.0,0.27609561752988054,0.49731020919774377,0.5812454682126348,0.5924267356344929,0.16782421995681596,0.41824819569093774,0.41392762798712074,0.26164863059720195,0.47089267204482244,0.26745871392141773,0.35988445039764344,0.23276391290389703,0.21987968393570734,29.091560491925854,center,mid,53.56060606060606,73.81818181818181,59.795979597959814,39.24242424242425,50.72727272727272,61.75757575757577,93.93939393939394,56.91915433772117
brasil,Brasil,douglas_santos_16,Douglas Santos (16),Douglas Santos,16,1,Defesa,262.0,0.0,0.0,0.14,0.0,0.06,0.2,2.0,125.0,1.0,0.0,2.0,0.0,0.0,2.0,14.0,185.0,2.0,0.0,13.0,1.0,2.0,0.0,0.0,0.14,10.0,0.0,1.0,1.0,3.0,11.0,1.0,11.0,0.0,1.0,3.0,11.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.357480916030535,3,0.2,0.6875,0.02702702702702703,0.6756756756756757,0.07,0.0,0.0,0.048091603053435114,0.0,0.020610687022900764,0.06870229007633588,0.6870229007633587,42.93893129770993,0.34351145038167935,0.0,63.54961832061069,0.6870229007633587,0.0,4.465648854961832,0.34351145038167935,0.6870229007633587,0.0,4.809160305343512,3.435114503816794,0.0,0.34351145038167935,1.0305343511450382,3.7786259541984735,0.34351145038167935,3.7786259541984735,0.0,1.0305343511450382,3.7786259541984735,1.717557251908397,0.0,0.34351145038167935,0.0,0.0,0.0,0.0,0.06870229007633588,0.4535827135971233,0.15945498887889373,0.303629354031689,0.9189594788405732,0.06932303050660905,0.011717552560886354,0.384984124480313,0.37060799307495584,0.2444078760747691,0.34894457300200715,0.2485629214782313,0.12819044294707113,16.4119446832168,left,low,39.878787878787875,41.242424242424235,58.52085208520854,73.60606060606061,46.75757575757575,55.0909090909091,63.63636363636363,56.27906192892017
